"'HIL',"
"'HI',"
"'HRC',"
"'HTH',"
"'HGV',"
"'HLT',"
"'HNI',"
"'HMLP',"
"'HMLP^A',"
"'HEP',"
"'HFC',"
"'HD',"
"'HMC',"
"'HON',"
"'HMN',"
"'HZN',"
"'HTFA',"
"'HRL',"
"'HOS',"
"'HST',"
"'HLI',"
"'HOV',"
"'HHC',"
"'HPQ',"
"'HSBC',"
"'HSBC^A',"
"'HMI',"
"'HNP',"
"'HUBB',"
"'HUBS',"
"'HBM',"
"'HUD',"
"'HPP',"
"'HUM',"
"'HCFT',"
"'HII',"
"'HUN',"
"'HUYA',"
"'H',"
"'HY',"
"'IAA',"
"'IAG',"
"'IBN',"
"'IDA',"
"'IEX',"
"'IDT',"
"'INFO',"
"'ITW',"
"'IMAX',"
"'ICD',"
"'IHC',"
"'IRT',"
"'IFN',"
"'IBA',"
"'INFY',"
"'ING',"
"'ISG',"
"'IR',"
"'NGVT',"
"'INGR',"
"'IIPR',"
"'IIPR^A',"
"'IPHI',"
"'INSI',"
"'NSP',"
"'INSP',"
"'IBP',"
"'INST',"
"'ITGR',"
"'I',"
"'ICE',"
"'IHG',"
"'IFS',"
"'IBM',"
"'IFF',"
"'IFFT',"
"'IGT',"
"'IP',"
"'INSW',"
"'INSW^A',"
"'IPG',"
"'INXN',"
"'IPI',"
"'IVC',"
"'VBF',"
"'VCV',"
"'VTA',"
"'IHIT',"
"'IHTA',"
"'VLT',"
"'IVR',"
"'IVR^B',"
"'IVR^C',"
"'IVR^A',"
"'OIA',"
"'VMO',"
"'VKQ',"
"'VPV',"
"'IVZ',"
"'IQI',"
"'VVR',"
"'VTN',"
"'VGM',"
"'IIM',"
"'IRET',"
"'IRET^C',"
"'NVTA',"
"'INVH',"
"'IO',"
"'IQV',"
"'IRM',"
"'IRS',"
"'ICL',"
"'STAR',"
"'STAR^D',"
"'STAR^G',"
"'STAR^I',"
"'ITCB',"
"'ITUB',"
"'ITT',"
"'IVH',"
"'JPM',"
"'JPM^A',"
"'JPM^C',"
"'JPM^D',"
"'JPM^F',"
"'JPM^G',"
"'JPM^H',"
"'JAX',"
"'JILL',"
"'JCP',"
"'SJM',"
"'JBL',"
"'JEC',"
"'JAG',"
"'JHX',"
"'JHG',"
"'JOF',"
"'JBGS',"
"'JEF',"
"'JELD',"
"'JCAP',"
"'JCAP^B',"
"'JT',"
"'JKS',"
"'JMP',"
"'JMPB.CL',"
"'JMPD',"
"'JMPE',"
"'JBT',"
"'BTO',"
"'HEQ',"
"'JHS',"
"'JHI',"
"'HPF',"
"'HPI',"
"'HPS',"
"'PDT',"
"'HTD',"
"'HTY',"
"'JW.A',"
"'JW.B',"
"'JNJ',"
"'JCI',"
"'JLL',"
"'JMEI',"
"'JMIA',"
"'JNPR',"
"'JP',"
"'JE',"
"'JE^A',"
"'LRN',"
"'KAI',"
"'KDMN',"
"'KAMN',"
