"times","slowd","slowk","symbol","market"
"2019-10-11 15:30:00",43.0204,23.0242,"AAL","NASDAQ"
"2019-10-11 15:15:00",55.4905,41.3837,"AAL","NASDAQ"
"2019-10-11 15:00:00",58.7758,64.6531,"AAL","NASDAQ"
"2019-10-11 14:45:00",50.9028,60.4346,"AAL","NASDAQ"
"2019-10-11 14:30:00",40.8157,51.2396,"AAL","NASDAQ"
"2019-10-11 14:15:00",29.8076,41.0343,"AAL","NASDAQ"
"2019-10-11 14:00:00",21.6123,30.1732,"AAL","NASDAQ"
"2019-10-11 13:45:00",19.0647,18.2154,"AAL","NASDAQ"
"2019-10-11 13:30:00",22.7787,16.4484,"AAL","NASDAQ"
"2019-10-11 13:15:00",23.3287,22.5302,"AAL","NASDAQ"
"2019-10-11 13:00:00",24.9841,29.3576,"AAL","NASDAQ"
"2019-10-11 12:45:00",26.6527,18.0983,"AAL","NASDAQ"
"2019-10-11 12:30:00",41.5526,27.4966,"AAL","NASDAQ"
"2019-10-11 12:15:00",56.8559,34.3633,"AAL","NASDAQ"
"2019-10-11 12:00:00",71.4054,62.7977,"AAL","NASDAQ"
"2019-10-11 11:45:00",74.2552,73.4066,"AAL","NASDAQ"
"2019-10-11 11:30:00",72.8367,78.0117,"AAL","NASDAQ"
"2019-10-11 11:15:00",72.2993,71.3472,"AAL","NASDAQ"
"2019-10-11 11:00:00",74.9458,69.1511,"AAL","NASDAQ"
"2019-10-11 10:45:00",79.0939,76.3998,"AAL","NASDAQ"
"2019-10-11 10:30:00",81.5828,79.2865,"AAL","NASDAQ"
"2019-10-11 10:15:00",84.4967,81.5953,"AAL","NASDAQ"
"2019-10-11 10:00:00",87.5304,83.8666,"AAL","NASDAQ"
"2019-10-11 09:45:00",91.1172,88.0281,"AAL","NASDAQ"
"2019-10-10 16:00:00",93.7511,90.6967,"AAL","NASDAQ"
"2019-10-10 15:45:00",90.9838,94.6268,"AAL","NASDAQ"
"2019-10-10 15:30:00",82.9944,95.9298,"AAL","NASDAQ"
"2019-10-10 15:15:00",74.0271,82.3947,"AAL","NASDAQ"
"2019-10-10 15:00:00",72.5676,70.6587,"AAL","NASDAQ"
"2019-10-10 14:45:00",78.6694,69.0278,"AAL","NASDAQ"
"2019-10-10 14:30:00",80.065,78.0162,"AAL","NASDAQ"
"2019-10-10 14:15:00",71.2664,88.9644,"AAL","NASDAQ"
"2019-10-10 14:00:00",49.3748,73.2144,"AAL","NASDAQ"
"2019-10-10 13:45:00",29.4125,51.6205,"AAL","NASDAQ"
"2019-10-10 13:30:00",14.5491,23.2896,"AAL","NASDAQ"
"2019-10-10 13:15:00",11.1061,13.3275,"AAL","NASDAQ"
"2019-10-10 13:00:00",17.3102,7.0302,"AAL","NASDAQ"
"2019-10-10 12:45:00",33.7813,12.9606,"AAL","NASDAQ"
"2019-10-10 12:30:00",54.2015,31.9398,"AAL","NASDAQ"
"2019-10-10 12:15:00",72.034,56.4435,"AAL","NASDAQ"
"2019-10-10 12:00:00",84.6417,74.2213,"AAL","NASDAQ"
"2019-10-10 11:45:00",92.2549,85.4371,"AAL","NASDAQ"
"2019-10-10 11:30:00",91.5191,94.2668,"AAL","NASDAQ"
"2019-10-10 11:15:00",79.8809,97.0609,"AAL","NASDAQ"
"2019-10-10 11:00:00",60.5446,83.2297,"AAL","NASDAQ"
"2019-10-10 10:45:00",42.9061,59.3519,"AAL","NASDAQ"
"2019-10-10 10:30:00",31.2782,39.052,"AAL","NASDAQ"
"2019-10-10 10:15:00",22.9446,30.3143,"AAL","NASDAQ"
"2019-10-10 10:00:00",20.9875,24.4682,"AAL","NASDAQ"
"2019-10-10 09:45:00",23.5923,14.0513,"AAL","NASDAQ"
"2019-10-09 16:00:00",36.1733,24.443,"AAL","NASDAQ"
"2019-10-09 15:45:00",43.7454,32.2826,"AAL","NASDAQ"
"2019-10-09 15:30:00",52.6022,51.7941,"AAL","NASDAQ"
"2019-10-09 15:15:00",50.1851,47.1594,"AAL","NASDAQ"
"2019-10-09 15:00:00",48.3578,58.8532,"AAL","NASDAQ"
"2019-10-09 14:45:00",35.2107,44.5429,"AAL","NASDAQ"
"2019-10-09 14:30:00",28.7116,41.6774,"AAL","NASDAQ"
"2019-10-09 14:15:00",21.2733,19.4118,"AAL","NASDAQ"
"2019-10-09 14:00:00",27.5712,25.0457,"AAL","NASDAQ"
"2019-10-09 13:45:00",36.4822,19.3626,"AAL","NASDAQ"
"2019-10-09 13:30:00",54.2875,38.3054,"AAL","NASDAQ"
"2019-10-09 13:15:00",69.9819,51.7785,"AAL","NASDAQ"
"2019-10-09 13:00:00",81.4937,72.7784,"AAL","NASDAQ"
"2019-10-09 12:45:00",83.842,85.3887,"AAL","NASDAQ"
"2019-10-09 12:30:00",74.9922,86.3139,"AAL","NASDAQ"
"2019-10-09 12:15:00",58.0764,79.8234,"AAL","NASDAQ"
"2019-10-09 12:00:00",39.1121,58.8393,"AAL","NASDAQ"
"2019-10-09 11:45:00",29.6998,35.5664,"AAL","NASDAQ"
"2019-10-09 11:30:00",37.021,22.9306,"AAL","NASDAQ"
"2019-10-09 11:15:00",55.3189,30.6022,"AAL","NASDAQ"
"2019-10-09 11:00:00",75.7982,57.5303,"AAL","NASDAQ"
"2019-10-09 10:45:00",86.8429,77.8242,"AAL","NASDAQ"
"2019-10-09 10:30:00",81.1836,92.04,"AAL","NASDAQ"
"2019-10-09 10:15:00",59.7968,90.6643,"AAL","NASDAQ"
"2019-10-09 10:00:00",32.1129,60.8466,"AAL","NASDAQ"
"2019-10-09 09:45:00",15.0446,27.8795,"AAL","NASDAQ"
"2019-10-08 16:00:00",9.8533,7.6127,"AAL","NASDAQ"
"2019-10-08 15:45:00",15.175,9.6416,"AAL","NASDAQ"
"2019-10-08 15:30:00",24.2653,12.3056,"AAL","NASDAQ"
"2019-10-08 15:15:00",37.9823,23.5779,"AAL","NASDAQ"
"2019-10-08 15:00:00",47.9465,36.9124,"AAL","NASDAQ"
"2019-10-08 14:45:00",58.2696,53.4567,"AAL","NASDAQ"
"2019-10-08 14:30:00",66.306,53.4703,"AAL","NASDAQ"
"2019-10-08 14:15:00",75.2527,67.8819,"AAL","NASDAQ"
"2019-10-08 14:00:00",76.077,77.5659,"AAL","NASDAQ"
"2019-10-08 13:45:00",73.1342,80.3103,"AAL","NASDAQ"
"2019-10-08 13:30:00",72.7904,70.355,"AAL","NASDAQ"
"2019-10-08 13:15:00",76.9774,68.7373,"AAL","NASDAQ"
"2019-10-08 13:00:00",81.1658,79.2789,"AAL","NASDAQ"
"2019-10-08 12:45:00",75.2815,82.9159,"AAL","NASDAQ"
"2019-10-08 12:30:00",69.8337,81.3024,"AAL","NASDAQ"
"2019-10-08 12:15:00",66.8483,61.6261,"AAL","NASDAQ"
"2019-10-08 12:00:00",77.4059,66.5724,"AAL","NASDAQ"
"2019-10-08 11:45:00",87.0904,72.3463,"AAL","NASDAQ"
"2019-10-08 11:30:00",93.113,93.299,"AAL","NASDAQ"
"2019-10-08 11:15:00",91.2457,95.626,"AAL","NASDAQ"
"2019-10-08 11:00:00",86.5719,90.4141,"AAL","NASDAQ"
"2019-10-08 10:45:00",85.8834,87.697,"AAL","NASDAQ"
"2019-10-08 10:30:00",79.3047,81.6046,"AAL","NASDAQ"
"2019-10-08 10:15:00",70.6091,88.3486,"AAL","NASDAQ"
"2019-10-08 10:00:00",55.2694,67.961,"AAL","NASDAQ"
"2019-10-08 09:45:00",47.6098,55.5178,"AAL","NASDAQ"
"2019-10-07 16:00:00",43.6583,42.3295,"AAL","NASDAQ"
"2019-10-07 15:45:00",37.9153,44.9822,"AAL","NASDAQ"
"2019-10-07 15:30:00",28.7114,43.6632,"AAL","NASDAQ"
"2019-10-07 15:15:00",17.7914,25.1005,"AAL","NASDAQ"
"2019-10-07 15:00:00",20.2255,17.3705,"AAL","NASDAQ"
"2019-10-07 14:45:00",31.5776,10.9031,"AAL","NASDAQ"
"2019-10-07 14:30:00",44.8234,32.403,"AAL","NASDAQ"
"2019-10-07 14:15:00",45.5219,51.4266,"AAL","NASDAQ"
"2019-10-07 14:00:00",42.2435,50.6407,"AAL","NASDAQ"
"2019-10-07 13:45:00",45.8388,34.4983,"AAL","NASDAQ"
"2019-10-07 13:30:00",57.4036,41.5916,"AAL","NASDAQ"
"2019-10-07 13:15:00",62.8207,61.4265,"AAL","NASDAQ"
"2019-10-07 13:00:00",60.803,69.1926,"AAL","NASDAQ"
"2019-10-07 12:45:00",62.1743,57.8429,"AAL","NASDAQ"
"2019-10-07 12:30:00",68.1376,55.3736,"AAL","NASDAQ"
"2019-10-07 12:15:00",73.9811,73.3064,"AAL","NASDAQ"
"2019-10-07 12:00:00",68.3546,75.7328,"AAL","NASDAQ"
"2019-10-07 11:45:00",62.0338,72.9041,"AAL","NASDAQ"
"2019-10-07 11:30:00",60.7543,56.427,"AAL","NASDAQ"
"2019-10-07 11:15:00",70.3688,56.7703,"AAL","NASDAQ"
"2019-10-07 11:00:00",81.6256,69.0655,"AAL","NASDAQ"
"2019-10-07 10:45:00",80.6647,85.2706,"AAL","NASDAQ"
"2019-10-07 10:30:00",73.9708,90.5406,"AAL","NASDAQ"
"2019-10-07 10:15:00",62.7715,66.1829,"AAL","NASDAQ"
"2019-10-07 10:00:00",64.5376,65.1888,"AAL","NASDAQ"
"2019-10-07 09:45:00",60.9924,56.9427,"AAL","NASDAQ"
"2019-10-04 16:00:00",60.7417,71.4813,"AAL","NASDAQ"
"2019-10-04 15:45:00",56.2258,54.5532,"AAL","NASDAQ"
"2019-10-04 15:30:00",63.2044,56.1907,"AAL","NASDAQ"
"2019-10-04 15:15:00",67.3954,57.9334,"AAL","NASDAQ"
"2019-10-04 15:00:00",65.3007,75.4891,"AAL","NASDAQ"
"2019-10-04 14:45:00",46.6873,68.7638,"AAL","NASDAQ"
"2019-10-04 14:30:00",29.8691,51.6492,"AAL","NASDAQ"
"2019-10-04 14:15:00",26.8566,19.6489,"AAL","NASDAQ"
"2019-10-04 14:00:00",42.0183,18.3093,"AAL","NASDAQ"
"2019-10-04 13:45:00",61.6482,42.6115,"AAL","NASDAQ"
"2019-10-04 13:30:00",73.2528,65.1341,"AAL","NASDAQ"
"2019-10-04 13:15:00",78.9333,77.199,"AAL","NASDAQ"
"2019-10-04 13:00:00",83.0252,77.4253,"AAL","NASDAQ"
"2019-10-04 12:45:00",86.2085,82.1755,"AAL","NASDAQ"
"2019-10-04 12:30:00",89.6164,89.4749,"AAL","NASDAQ"
"2019-10-04 12:15:00",90.716,86.975,"AAL","NASDAQ"
"2019-10-04 12:00:00",92.6426,92.3992,"AAL","NASDAQ"
"2019-10-04 11:45:00",90.2885,92.7738,"AAL","NASDAQ"
"2019-10-04 11:30:00",85.4083,92.7547,"AAL","NASDAQ"
"2019-10-04 11:15:00",80.5341,85.3369,"AAL","NASDAQ"
"2019-10-04 11:00:00",76.4314,78.1332,"AAL","NASDAQ"
"2019-10-04 10:45:00",67.8017,78.1324,"AAL","NASDAQ"
"2019-10-04 10:30:00",59.3014,73.0287,"AAL","NASDAQ"
"2019-10-04 10:15:00",54.7937,52.2439,"AAL","NASDAQ"
"2019-10-04 10:00:00",66.2937,52.6315,"AAL","NASDAQ"
"2019-10-04 09:45:00",71.3884,59.5058,"AAL","NASDAQ"
"2019-10-03 16:00:00",67.4349,86.7439,"AAL","NASDAQ"
"2019-10-03 15:45:00",50.7254,67.9154,"AAL","NASDAQ"
"2019-10-03 15:30:00",41.9343,47.6455,"AAL","NASDAQ"
"2019-10-03 15:15:00",40.6702,36.6154,"AAL","NASDAQ"
"2019-10-03 15:00:00",41.2666,41.542,"AAL","NASDAQ"
"2019-10-03 14:45:00",39.6249,43.8534,"AAL","NASDAQ"
"2019-10-03 14:30:00",35.0596,38.4044,"AAL","NASDAQ"
"2019-10-03 14:15:00",32.2537,36.617,"AAL","NASDAQ"
"2019-10-03 14:00:00",33.345,30.1575,"AAL","NASDAQ"
"2019-10-03 13:45:00",45.4743,29.9865,"AAL","NASDAQ"
"2019-10-03 13:30:00",61.6792,39.8911,"AAL","NASDAQ"
"2019-10-03 13:15:00",75.9458,66.5452,"AAL","NASDAQ"
"2019-10-03 13:00:00",78.6696,78.6012,"AAL","NASDAQ"
"2019-10-03 12:45:00",76.4429,82.691,"AAL","NASDAQ"
"2019-10-03 12:30:00",72.744,74.7167,"AAL","NASDAQ"
"2019-10-03 12:15:00",74.9953,71.9211,"AAL","NASDAQ"
"2019-10-03 12:00:00",76.2438,71.594,"AAL","NASDAQ"
"2019-10-03 11:45:00",71.1343,81.4707,"AAL","NASDAQ"
"2019-10-03 11:30:00",56.2828,75.6665,"AAL","NASDAQ"
"2019-10-03 11:15:00",38.0855,56.2655,"AAL","NASDAQ"
"2019-10-03 11:00:00",25.131,36.9163,"AAL","NASDAQ"
"2019-10-03 10:45:00",14.6799,21.0747,"AAL","NASDAQ"
"2019-10-03 10:30:00",15.5804,17.402,"AAL","NASDAQ"
"2019-10-03 10:15:00",16.8505,5.5631,"AAL","NASDAQ"
"2019-10-03 10:00:00",26.9205,23.7762,"AAL","NASDAQ"
"2019-10-03 09:45:00",29.6451,21.2121,"AAL","NASDAQ"
"2019-10-02 16:00:00",42.7481,35.7732,"AAL","NASDAQ"
"2019-10-02 15:45:00",53.7151,31.9499,"AAL","NASDAQ"
"2019-10-02 15:30:00",66.9064,60.5212,"AAL","NASDAQ"
"2019-10-02 15:15:00",67.9869,68.6743,"AAL","NASDAQ"
"2019-10-02 15:00:00",66.6442,71.5236,"AAL","NASDAQ"
"2019-10-02 14:45:00",64.9322,63.7628,"AAL","NASDAQ"
"2019-10-02 14:30:00",69.9814,64.6462,"AAL","NASDAQ"
"2019-10-02 14:15:00",75.0828,66.3876,"AAL","NASDAQ"
"2019-10-02 14:00:00",76.142,78.9104,"AAL","NASDAQ"
"2019-10-02 13:45:00",61.9159,79.9505,"AAL","NASDAQ"
"2019-10-02 13:30:00",39.2613,69.5652,"AAL","NASDAQ"
"2019-10-02 13:15:00",16.436,36.232,"AAL","NASDAQ"
"2019-10-02 13:00:00",4.8275,11.9867,"AAL","NASDAQ"
"2019-10-02 12:45:00",1.5533,1.0892,"AAL","NASDAQ"
"2019-10-02 12:30:00",2.5247,1.4066,"AAL","NASDAQ"
"2019-10-02 12:15:00",3.2972,2.1639,"AAL","NASDAQ"
"2019-10-02 12:00:00",3.4341,4.0034,"AAL","NASDAQ"
"2019-10-02 11:45:00",3.1449,3.7243,"AAL","NASDAQ"
"2019-10-02 11:30:00",6.2163,2.5745,"AAL","NASDAQ"
"2019-10-02 11:15:00",14.1208,3.1357,"AAL","NASDAQ"
"2019-10-02 11:00:00",22.2802,12.9387,"AAL","NASDAQ"
"2019-10-02 10:45:00",23.8915,26.2879,"AAL","NASDAQ"
"2019-10-02 10:30:00",17.3969,27.6139,"AAL","NASDAQ"
"2019-10-02 10:15:00",17.7487,17.7726,"AAL","NASDAQ"
"2019-10-02 10:00:00",31.0311,6.8043,"AAL","NASDAQ"
"2019-10-02 09:45:00",55.7473,28.6693,"AAL","NASDAQ"
"2019-10-01 16:00:00",74.6417,57.6196,"AAL","NASDAQ"
"2019-10-01 15:45:00",83.5692,80.953,"AAL","NASDAQ"
"2019-10-01 15:30:00",83.7124,85.3525,"AAL","NASDAQ"
"2019-10-01 15:15:00",74.6809,84.402,"AAL","NASDAQ"
"2019-10-01 15:00:00",57.0034,81.3827,"AAL","NASDAQ"
"2019-10-01 14:45:00",35.5116,58.2581,"AAL","NASDAQ"
"2019-10-01 14:30:00",20.8699,31.3694,"AAL","NASDAQ"
"2019-10-01 14:15:00",17.5005,16.9074,"AAL","NASDAQ"
"2019-10-01 14:00:00",16.2076,14.3328,"AAL","NASDAQ"
"2019-10-01 13:45:00",16.8914,21.2615,"AAL","NASDAQ"
"2019-10-01 13:30:00",13.361,13.0284,"AAL","NASDAQ"
"2019-10-01 13:15:00",12.5749,16.3843,"AAL","NASDAQ"
"2019-10-01 13:00:00",13.7366,10.6702,"AAL","NASDAQ"
"2019-10-01 12:45:00",17.1031,10.6702,"AAL","NASDAQ"
"2019-10-01 12:30:00",25.2137,19.8694,"AAL","NASDAQ"
"2019-10-01 12:15:00",26.3599,20.7697,"AAL","NASDAQ"
"2019-10-01 12:00:00",26.2053,35.002,"AAL","NASDAQ"
"2019-10-01 11:45:00",16.5798,23.3079,"AAL","NASDAQ"
"2019-10-01 11:30:00",12.6607,20.3059,"AAL","NASDAQ"
"2019-10-01 11:15:00",12.1558,6.1256,"AAL","NASDAQ"
"2019-10-01 11:00:00",26.8273,11.5505,"AAL","NASDAQ"
"2019-10-01 10:45:00",46.9407,18.7913,"AAL","NASDAQ"
"2019-10-01 10:30:00",65.6611,50.1402,"AAL","NASDAQ"
"2019-10-01 10:15:00",69.7148,71.8907,"AAL","NASDAQ"
"2019-10-01 10:00:00",61.0657,74.9523,"AAL","NASDAQ"
"2019-10-01 09:45:00",56.6146,62.3015,"AAL","NASDAQ"
"2019-09-30 16:00:00",57.0632,45.9434,"AAL","NASDAQ"
"2019-09-30 15:45:00",60.9804,61.5989,"AAL","NASDAQ"
"2019-09-30 15:30:00",55.1532,63.6474,"AAL","NASDAQ"
"2019-09-30 15:15:00",44.5928,57.6949,"AAL","NASDAQ"
"2019-09-30 15:00:00",34.3608,44.1172,"AAL","NASDAQ"
"2019-09-30 14:45:00",24.4533,31.9662,"AAL","NASDAQ"
"2019-09-30 14:30:00",19.9872,26.9989,"AAL","NASDAQ"
"2019-09-30 14:15:00",21.9278,14.3947,"AAL","NASDAQ"
"2019-09-30 14:00:00",37.8738,18.5679,"AAL","NASDAQ"
"2019-09-30 13:45:00",59.2662,32.8209,"AAL","NASDAQ"
"2019-09-30 13:30:00",79.8354,62.2326,"AAL","NASDAQ"
"2019-09-30 13:15:00",88.6914,82.7452,"AAL","NASDAQ"
"2019-09-30 13:00:00",87.1063,94.5283,"AAL","NASDAQ"
"2019-09-30 12:45:00",78.1444,88.8007,"AAL","NASDAQ"
"2019-09-30 12:30:00",70.68,77.99,"AAL","NASDAQ"
"2019-09-30 12:15:00",60.2607,67.6426,"AAL","NASDAQ"
"2019-09-30 12:00:00",48.5022,66.4075,"AAL","NASDAQ"
"2019-09-30 11:45:00",29.7687,46.7321,"AAL","NASDAQ"
"2019-09-30 11:30:00",19.2243,32.3669,"AAL","NASDAQ"
"2019-09-30 11:15:00",13.0434,10.207,"AAL","NASDAQ"
"2019-09-30 11:00:00",16.7091,15.0988,"AAL","NASDAQ"
"2019-09-30 10:45:00",22.3527,13.8244,"AAL","NASDAQ"
"2019-09-30 10:30:00",32.337,21.204,"AAL","NASDAQ"
"2019-09-30 10:15:00",37.5466,32.0297,"AAL","NASDAQ"
"2019-09-30 10:00:00",33.5073,43.7772,"AAL","NASDAQ"
"2019-09-30 09:45:00",20.2719,36.833,"AAL","NASDAQ"
"2019-09-27 16:00:00",9.9448,19.9117,"AAL","NASDAQ"
"2019-09-27 15:45:00",9.4164,4.0709,"AAL","NASDAQ"
"2019-09-27 15:30:00",22.594,5.8517,"AAL","NASDAQ"
"2019-09-27 15:15:00",39.3101,18.3267,"AAL","NASDAQ"
"2019-09-27 15:00:00",50.4538,43.6038,"AAL","NASDAQ"
"2019-09-27 14:45:00",48.3348,55.9997,"AAL","NASDAQ"
"2019-09-27 14:30:00",41.2773,51.7579,"AAL","NASDAQ"
"2019-09-27 14:15:00",39.3374,37.2469,"AAL","NASDAQ"
"2019-09-27 14:00:00",39.0041,34.8272,"AAL","NASDAQ"
"2019-09-27 13:45:00",40.2352,45.9383,"AAL","NASDAQ"
"2019-09-27 13:30:00",34.2111,36.2469,"AAL","NASDAQ"
"2019-09-27 13:15:00",33.7236,38.5203,"AAL","NASDAQ"
"2019-09-27 13:00:00",31.4149,27.866,"AAL","NASDAQ"
"2019-09-27 12:45:00",29.5836,34.7845,"AAL","NASDAQ"
"2019-09-27 12:30:00",23.0077,31.5943,"AAL","NASDAQ"
"2019-09-27 12:15:00",18.8996,22.372,"AAL","NASDAQ"
"2019-09-27 12:00:00",20.0559,15.0568,"AAL","NASDAQ"
"2019-09-27 11:45:00",29.771,19.2701,"AAL","NASDAQ"
"2019-09-27 11:30:00",39.7363,25.8409,"AAL","NASDAQ"
"2019-09-27 11:15:00",50.2012,44.202,"AAL","NASDAQ"
"2019-09-27 11:00:00",53.0069,49.166,"AAL","NASDAQ"
"2019-09-27 10:45:00",57.9826,57.2358,"AAL","NASDAQ"
"2019-09-27 10:30:00",63.7545,52.619,"AAL","NASDAQ"
"2019-09-27 10:15:00",71.8574,64.093,"AAL","NASDAQ"
"2019-09-27 10:00:00",74.6211,74.5516,"AAL","NASDAQ"
"2019-09-27 09:45:00",70.4251,76.9276,"AAL","NASDAQ"
"2019-09-26 16:00:00",59.8872,72.3841,"AAL","NASDAQ"
"2019-09-26 15:45:00",47.5279,61.9635,"AAL","NASDAQ"
"2019-09-26 15:30:00",41.0704,45.3141,"AAL","NASDAQ"
"2019-09-26 15:15:00",46.615,35.3062,"AAL","NASDAQ"
"2019-09-26 15:00:00",54.4173,42.5909,"AAL","NASDAQ"
"2019-09-26 14:45:00",55.247,61.9479,"AAL","NASDAQ"
"2019-09-26 14:30:00",43.4452,58.713,"AAL","NASDAQ"
"2019-09-26 14:15:00",31.084,45.0802,"AAL","NASDAQ"
"2019-09-26 14:00:00",26.2138,26.5424,"AAL","NASDAQ"
"2019-09-26 13:45:00",34.7576,21.6295,"AAL","NASDAQ"
"2019-09-26 13:30:00",50.7967,30.4695,"AAL","NASDAQ"
"2019-09-26 13:15:00",64.4132,52.1737,"AAL","NASDAQ"
"2019-09-26 13:00:00",66.2541,69.7468,"AAL","NASDAQ"
"2019-09-26 12:45:00",54.2276,71.3191,"AAL","NASDAQ"
"2019-09-26 12:30:00",35.9434,57.6965,"AAL","NASDAQ"
"2019-09-26 12:15:00",19.5283,33.6673,"AAL","NASDAQ"
"2019-09-26 12:00:00",11.33,16.4663,"AAL","NASDAQ"
"2019-09-26 11:45:00",10.3233,8.4514,"AAL","NASDAQ"
"2019-09-26 11:30:00",13.5935,9.0725,"AAL","NASDAQ"
"2019-09-26 11:15:00",16.1163,13.4461,"AAL","NASDAQ"
"2019-09-26 11:00:00",16.8744,18.2618,"AAL","NASDAQ"
"2019-09-26 10:45:00",14.2121,16.6409,"AAL","NASDAQ"
"2019-09-26 10:30:00",12.5142,15.7206,"AAL","NASDAQ"
"2019-09-26 10:15:00",9.6478,10.2748,"AAL","NASDAQ"
"2019-09-26 10:00:00",9.6303,11.5471,"AAL","NASDAQ"
"2019-09-26 09:45:00",8.0775,7.1215,"AAL","NASDAQ"
"2019-09-25 16:00:00",15.0421,10.2221,"AAL","NASDAQ"
"2019-09-25 15:45:00",26.8394,6.8888,"AAL","NASDAQ"
"2019-09-25 15:30:00",47.3502,28.0153,"AAL","NASDAQ"
"2019-09-25 15:15:00",63.4017,45.6142,"AAL","NASDAQ"
"2019-09-25 15:00:00",76.355,68.4212,"AAL","NASDAQ"
"2019-09-25 14:45:00",76.2199,76.1698,"AAL","NASDAQ"
"2019-09-25 14:30:00",63.8702,84.4739,"AAL","NASDAQ"
"2019-09-25 14:15:00",39.6831,68.0161,"AAL","NASDAQ"
"2019-09-25 14:00:00",23.4798,39.1205,"AAL","NASDAQ"
"2019-09-25 13:45:00",23.7377,11.9127,"AAL","NASDAQ"
"2019-09-25 13:30:00",39.9385,19.4061,"AAL","NASDAQ"
"2019-09-25 13:15:00",54.301,39.8944,"AAL","NASDAQ"
"2019-09-25 13:00:00",60.6966,60.515,"AAL","NASDAQ"
"2019-09-25 12:45:00",59.4911,62.4935,"AAL","NASDAQ"
"2019-09-25 12:30:00",59.8831,59.0813,"AAL","NASDAQ"
"2019-09-25 12:15:00",63.3154,56.8985,"AAL","NASDAQ"
"2019-09-25 12:00:00",70.937,63.6695,"AAL","NASDAQ"
"2019-09-25 11:45:00",73.8812,69.3784,"AAL","NASDAQ"
"2019-09-25 11:30:00",71.2816,79.7631,"AAL","NASDAQ"
"2019-09-25 11:15:00",60.7128,72.5023,"AAL","NASDAQ"
"2019-09-25 11:00:00",56.2813,61.5795,"AAL","NASDAQ"
"2019-09-25 10:45:00",59.2412,48.0567,"AAL","NASDAQ"
"2019-09-25 10:30:00",71.4188,59.2076,"AAL","NASDAQ"
"2019-09-25 10:15:00",75.6098,70.4592,"AAL","NASDAQ"
"2019-09-25 10:00:00",69.9865,84.5895,"AAL","NASDAQ"
"2019-09-25 09:45:00",54.1696,71.7807,"AAL","NASDAQ"
"2019-09-24 16:00:00",39.4714,53.5892,"AAL","NASDAQ"
"2019-09-24 15:45:00",31.4771,37.1389,"AAL","NASDAQ"
"2019-09-24 15:30:00",31.9889,27.6862,"AAL","NASDAQ"
"2019-09-24 15:15:00",42.2659,29.6063,"AAL","NASDAQ"
"2019-09-24 15:00:00",55.2415,38.6742,"AAL","NASDAQ"
"2019-09-24 14:45:00",64.2207,58.5172,"AAL","NASDAQ"
"2019-09-24 14:30:00",59.0267,68.5333,"AAL","NASDAQ"
"2019-09-24 14:15:00",47.0239,65.6115,"AAL","NASDAQ"
"2019-09-24 14:00:00",28.9034,42.9352,"AAL","NASDAQ"
"2019-09-24 13:45:00",18.9162,32.5249,"AAL","NASDAQ"
"2019-09-24 13:30:00",10.7344,11.25,"AAL","NASDAQ"
"2019-09-24 13:15:00",11.9671,12.9738,"AAL","NASDAQ"
"2019-09-24 13:00:00",13.9272,7.9793,"AAL","NASDAQ"
"2019-09-24 12:45:00",16.5637,14.9481,"AAL","NASDAQ"
"2019-09-24 12:30:00",16.2335,18.8544,"AAL","NASDAQ"
"2019-09-24 12:15:00",12.4025,15.8887,"AAL","NASDAQ"
"2019-09-24 12:00:00",11.3028,13.9574,"AAL","NASDAQ"
"2019-09-24 11:45:00",10.3044,7.3613,"AAL","NASDAQ"
"2019-09-24 11:30:00",11.9991,12.5896,"AAL","NASDAQ"
"2019-09-24 11:15:00",11.7267,10.9622,"AAL","NASDAQ"
"2019-09-24 11:00:00",12.8394,12.4456,"AAL","NASDAQ"
"2019-09-24 10:45:00",15.2382,11.7725,"AAL","NASDAQ"
"2019-09-24 10:30:00",17.2196,14.3003,"AAL","NASDAQ"
"2019-09-24 10:15:00",19.3295,19.6419,"AAL","NASDAQ"
"2019-09-24 10:00:00",25.3241,17.7165,"AAL","NASDAQ"
"2019-09-24 09:45:00",35.2919,20.6301,"AAL","NASDAQ"
"2019-09-23 16:00:00",42.8817,37.6259,"AAL","NASDAQ"
"2019-09-23 15:45:00",38.4077,47.6197,"AAL","NASDAQ"
"2019-09-23 15:30:00",28.0546,43.3995,"AAL","NASDAQ"
"2019-09-23 15:15:00",19.8685,24.204,"AAL","NASDAQ"
"2019-09-23 15:00:00",22.3816,16.5602,"AAL","NASDAQ"
"2019-09-23 14:45:00",27.947,18.8412,"AAL","NASDAQ"
"2019-09-23 14:30:00",36.7008,31.7433,"AAL","NASDAQ"
"2019-09-23 14:15:00",42.0185,33.2565,"AAL","NASDAQ"
"2019-09-23 14:00:00",46.444,45.1028,"AAL","NASDAQ"
"2019-09-23 13:45:00",43.1119,47.6962,"AAL","NASDAQ"
"2019-09-23 13:30:00",35.3282,46.5331,"AAL","NASDAQ"
"2019-09-23 13:15:00",28.9085,35.1065,"AAL","NASDAQ"
"2019-09-23 13:00:00",29.6182,24.3449,"AAL","NASDAQ"
"2019-09-23 12:45:00",37.4486,27.2742,"AAL","NASDAQ"
"2019-09-23 12:30:00",48.7798,37.2356,"AAL","NASDAQ"
"2019-09-23 12:15:00",58.6137,47.836,"AAL","NASDAQ"
"2019-09-23 12:00:00",61.4328,61.2679,"AAL","NASDAQ"
